,TransactionID,Amount,CustomerID,Timestamp,MerchantID,TransactionAmount,MerchantName,Location,Category,FraudIndicator,SuspiciousFlag,Name,Age,Address
388,390,71.88748429042212,1108,17-01-2022 05:00,2548,93.19802228,Merchant 2548,Location 2548,Other,0,0,Customer 1108,33,Address 1108
389,391,60.77755146349649,1653,17-01-2022 06:00,2781,39.08024184,Merchant 2781,Location 2781,Food,0,0,Customer 1653,49,Address 1653
390,392,83.56995599613906,1995,17-01-2022 07:00,2694,93.74254729,Merchant 2694,Location 2694,Online,0,0,Customer 1995,38,Address 1995
391,393,36.838900427625575,1062,17-01-2022 08:00,2479,85.5123929,Merchant 2479,Location 2479,Retail,0,0,Customer 1062,39,Address 1062
392,394,30.505413673611777,1802,17-01-2022 09:00,2778,29.30931659,Merchant 2778,Location 2778,Food,0,0,Customer 1802,23,Address 1802
393,395,15.699212220552296,1723,17-01-2022 10:00,2370,21.95823269,Merchant 2370,Location 2370,Other,0,0,Customer 1723,22,Address 1723
394,396,97.54709538756718,1146,17-01-2022 11:00,2942,54.49466257,Merchant 2942,Location 2942,Food,0,0,Customer 1146,23,Address 1146
395,397,28.914617957341772,1150,17-01-2022 12:00,2880,90.38738785,Merchant 2880,Location 2880,Food,0,0,Customer 1150,52,Address 1150
396,398,40.36412587140183,1244,17-01-2022 13:00,2907,35.65627562,Merchant 2907,Location 2907,Online,0,0,Customer 1244,46,Address 1244
397,399,71.44717321901103,1807,17-01-2022 14:00,2359,53.71305743,Merchant 2359,Location 2359,Retail,0,0,Customer 1807,59,Address 1807
398,400,94.81678805829148,1345,17-01-2022 15:00,2329,12.0789642,Merchant 2329,Location 2329,Travel,0,0,Customer 1345,52,Address 1345
399,401,73.49337233388856,1540,17-01-2022 16:00,2933,11.86989716,Merchant 2933,Location 2933,Online,0,0,Customer 1540,34,Address 1540
400,402,60.43128926324833,1709,17-01-2022 17:00,2968,64.46677075,Merchant 2968,Location 2968,Other,0,0,Customer 1709,42,Address 1709
401,403,23.412394540837305,1120,17-01-2022 18:00,2955,85.03298824,Merchant 2955,Location 2955,Retail,0,0,Customer 1120,47,Address 1120
402,404,60.60671051232616,1144,17-01-2022 19:00,2755,73.92204352,Merchant 2755,Location 2755,Travel,0,0,Customer 1144,40,Address 1144
403,405,83.55191142615169,1578,17-01-2022 20:00,2773,54.94551194,Merchant 2773,Location 2773,Other,0,0,Customer 1578,29,Address 1578
404,406,16.358985768519588,1586,17-01-2022 21:00,2449,37.19806891,Merchant 2449,Location 2449,Online,0,0,Customer 1586,40,Address 1586
405,407,28.04993891463165,1943,17-01-2022 22:00,2049,46.30974958,Merchant 2049,Location 2049,Online,0,0,Customer 1943,26,Address 1943
406,408,83.24582001706487,1977,17-01-2022 23:00,2288,93.33582376,Merchant 2288,Location 2288,Food,0,0,Customer 1977,40,Address 1977
407,409,12.826814822817395,1717,18-01-2022 00:00,2592,34.31179144,Merchant 2592,Location 2592,Retail,1,0,Customer 1717,51,Address 1717
408,410,25.0084947085094,1350,18-01-2022 01:00,2974,84.20239259,Merchant 2974,Location 2974,Other,0,0,Customer 1350,49,Address 1350
409,411,98.3970945564576,1530,18-01-2022 02:00,2620,61.27777288,Merchant 2620,Location 2620,Food,0,0,Customer 1530,62,Address 1530
410,412,86.78591683383922,1814,18-01-2022 03:00,2703,94.17463251,Merchant 2703,Location 2703,Other,0,0,Customer 1814,28,Address 1814
411,413,98.50040705533956,1208,18-01-2022 04:00,2079,98.81986154,Merchant 2079,Location 2079,Retail,0,0,Customer 1208,64,Address 1208
412,414,69.88048811693454,1214,18-01-2022 05:00,2564,98.46506213,Merchant 2564,Location 2564,Travel,0,0,Customer 1214,42,Address 1214
413,415,58.78615442613221,1904,18-01-2022 06:00,2272,28.15702076,Merchant 2272,Location 2272,Other,0,0,Customer 1904,36,Address 1904
414,416,76.9300755910293,1875,18-01-2022 07:00,2028,55.21552027,Merchant 2028,Location 2028,Food,0,0,Customer 1875,56,Address 1875
415,417,84.73217509479606,1480,18-01-2022 08:00,2638,10.05786365,Merchant 2638,Location 2638,Food,0,0,Customer 1480,26,Address 1480
416,418,14.19155734948768,1282,18-01-2022 09:00,2994,76.27661177,Merchant 2994,Location 2994,Other,0,0,Customer 1282,39,Address 1282
417,419,41.354180924006975,1109,18-01-2022 10:00,2356,66.22948758,Merchant 2356,Location 2356,Retail,0,0,Customer 1109,63,Address 1109
418,420,79.33627628450796,1304,18-01-2022 11:00,2997,38.96078206,Merchant 2997,Location 2997,Retail,0,0,Customer 1304,62,Address 1304
419,421,26.24046796545926,1906,18-01-2022 12:00,2476,59.35675809,Merchant 2476,Location 2476,Travel,0,0,Customer 1906,47,Address 1906
420,422,66.95973903298082,1218,18-01-2022 13:00,2547,70.78871655,Merchant 2547,Location 2547,Travel,0,0,Customer 1218,63,Address 1218
421,423,17.825253318757426,1773,18-01-2022 14:00,2533,82.32764565,Merchant 2533,Location 2533,Other,0,0,Customer 1773,24,Address 1773
422,424,65.62243454329231,1666,18-01-2022 15:00,2708,89.10551387,Merchant 2708,Location 2708,Retail,0,0,Customer 1666,36,Address 1666
423,425,52.91248936316756,1708,18-01-2022 16:00,2325,33.55701585,Merchant 2325,Location 2325,Online,0,0,Customer 1708,30,Address 1708
424,426,54.95473462280644,1389,18-01-2022 17:00,2138,17.47925471,Merchant 2138,Location 2138,Online,0,0,Customer 1389,61,Address 1389
425,427,57.04065911383756,1026,18-01-2022 18:00,2644,92.36977335,Merchant 2644,Location 2644,Travel,0,0,Customer 1026,58,Address 1026
426,428,11.567143945631798,1293,18-01-2022 19:00,2369,20.79480942,Merchant 2369,Location 2369,Food,0,0,Customer 1293,51,Address 1293
427,429,50.4900697444044,1518,18-01-2022 20:00,2797,79.88756389,Merchant 2797,Location 2797,Other,0,0,Customer 1518,19,Address 1518
428,430,26.73357583443433,1167,18-01-2022 21:00,2004,77.48594613,Merchant 2004,Location 2004,Retail,0,0,Customer 1167,33,Address 1167
429,431,70.34986000122497,1713,18-01-2022 22:00,2099,56.42352713,Merchant 2099,Location 2099,Online,0,1,Customer 1713,57,Address 1713
430,432,82.1111607613807,1972,18-01-2022 23:00,2635,15.16343326,Merchant 2635,Location 2635,Retail,0,0,Customer 1972,39,Address 1972
431,433,26.719047821992245,1213,19-01-2022 00:00,2286,66.28975654,Merchant 2286,Location 2286,Retail,0,0,Customer 1213,23,Address 1213
432,434,31.736387333577436,1571,19-01-2022 01:00,2362,60.81490223,Merchant 2362,Location 2362,Online,0,0,Customer 1571,24,Address 1571
433,435,23.73086258823552,1886,19-01-2022 02:00,2360,57.75381818,Merchant 2360,Location 2360,Other,0,0,Customer 1886,37,Address 1886
434,436,44.49934478211936,1658,19-01-2022 03:00,2784,88.25312681,Merchant 2784,Location 2784,Travel,0,0,Customer 1658,44,Address 1658
435,437,20.32425877023761,1155,19-01-2022 04:00,2888,13.17943693,Merchant 2888,Location 2888,Retail,0,0,Customer 1155,61,Address 1155
436,438,38.41693891133238,1190,19-01-2022 05:00,2675,79.49662316,Merchant 2675,Location 2675,Food,1,0,Customer 1190,24,Address 1190
437,439,90.96302095740636,1190,19-01-2022 06:00,2113,35.00140428,Merchant 2113,Location 2113,Food,0,0,Customer 1190,24,Address 1190
438,440,86.5937053715803,1175,19-01-2022 07:00,2760,87.64706513,Merchant 2760,Location 2760,Food,0,0,Customer 1175,26,Address 1175
439,441,59.292725283190485,1376,19-01-2022 08:00,2204,94.52720429,Merchant 2204,Location 2204,Online,0,0,Customer 1376,53,Address 1376
440,442,92.38660636515849,1330,19-01-2022 09:00,2398,91.34460458,Merchant 2398,Location 2398,Other,0,1,Customer 1330,63,Address 1330
441,443,48.00091682800642,1018,19-01-2022 10:00,2275,97.04398304,Merchant 2275,Location 2275,Food,0,0,Customer 1018,28,Address 1018
442,444,76.41250123375404,1512,19-01-2022 11:00,2539,35.90601379,Merchant 2539,Location 2539,Retail,0,0,Customer 1512,64,Address 1512
443,445,12.79231871756009,1704,19-01-2022 12:00,2717,55.91742368,Merchant 2717,Location 2717,Retail,0,0,Customer 1704,23,Address 1704
444,446,21.93791661410581,1059,19-01-2022 13:00,2706,86.83637571,Merchant 2706,Location 2706,Other,0,0,Customer 1059,42,Address 1059
445,447,73.16714728850143,1608,19-01-2022 14:00,2409,33.69140801,Merchant 2409,Location 2409,Online,0,0,Customer 1608,28,Address 1608
446,448,62.874333971672,1240,19-01-2022 15:00,2079,59.63116946,Merchant 2079,Location 2079,Online,0,0,Customer 1240,43,Address 1240
447,449,12.95472549914229,1358,19-01-2022 16:00,2597,68.9830953,Merchant 2597,Location 2597,Retail,0,0,Customer 1358,51,Address 1358
448,450,11.167088142720043,1004,19-01-2022 17:00,2184,85.0850611,Merchant 2184,Location 2184,Other,0,0,Customer 1004,30,Address 1004
449,451,76.89786951844191,1902,19-01-2022 18:00,2324,55.72748196,Merchant 2324,Location 2324,Food,0,0,Customer 1902,35,Address 1902
450,452,63.342656568436645,1775,19-01-2022 19:00,2826,52.93669297,Merchant 2826,Location 2826,Online,0,0,Customer 1775,45,Address 1775
451,453,62.90008313642736,1927,19-01-2022 20:00,2893,52.41606609,Merchant 2893,Location 2893,Other,0,0,Customer 1927,44,Address 1927
452,454,82.94038053812939,1255,19-01-2022 21:00,2371,63.63915709,Merchant 2371,Location 2371,Retail,0,0,Customer 1255,32,Address 1255
453,455,58.10792253138713,1827,19-01-2022 22:00,2981,17.64114232,Merchant 2981,Location 2981,Food,0,0,Customer 1827,21,Address 1827
454,456,10.58886273242011,1191,19-01-2022 23:00,2645,13.35282527,Merchant 2645,Location 2645,Retail,0,0,Customer 1191,60,Address 1191
455,457,73.61390202453833,1266,20-01-2022 00:00,2060,47.84000802,Merchant 2060,Location 2060,Online,0,0,Customer 1266,50,Address 1266
456,458,35.290104499573374,1786,20-01-2022 01:00,2625,12.81115413,Merchant 2625,Location 2625,Retail,0,0,Customer 1786,50,Address 1786
457,459,40.22710518557125,1024,20-01-2022 02:00,2850,60.0588368,Merchant 2850,Location 2850,Travel,0,0,Customer 1024,40,Address 1024
458,460,83.69207703681916,1417,20-01-2022 03:00,2019,23.30461399,Merchant 2019,Location 2019,Retail,0,0,Customer 1417,30,Address 1417
459,461,27.578224851691395,1283,20-01-2022 04:00,2374,57.62801475,Merchant 2374,Location 2374,Food,0,0,Customer 1283,63,Address 1283
460,462,53.23106554463996,1462,20-01-2022 05:00,2630,44.49468759,Merchant 2630,Location 2630,Food,0,0,Customer 1462,30,Address 1462
461,463,44.86059945676822,1623,20-01-2022 06:00,2984,71.39490629,Merchant 2984,Location 2984,Food,0,0,Customer 1623,34,Address 1623
462,464,15.721131427539593,1615,20-01-2022 07:00,2225,55.76670589,Merchant 2225,Location 2225,Travel,0,0,Customer 1615,28,Address 1615
463,465,96.77041059859228,1488,20-01-2022 08:00,2380,58.74144775,Merchant 2380,Location 2380,Retail,0,0,Customer 1488,31,Address 1488
464,466,88.22726088325255,1144,20-01-2022 09:00,2178,77.05180172,Merchant 2178,Location 2178,Food,0,0,Customer 1144,40,Address 1144
465,467,39.62535994411866,1979,20-01-2022 10:00,2533,13.27245074,Merchant 2533,Location 2533,Other,0,0,Customer 1979,20,Address 1979
466,468,91.1696888971712,1008,20-01-2022 11:00,2468,96.03265674,Merchant 2468,Location 2468,Retail,0,0,Customer 1008,21,Address 1008
467,469,62.87616987614589,1497,20-01-2022 12:00,2544,44.70744206,Merchant 2544,Location 2544,Travel,0,0,Customer 1497,43,Address 1497
468,470,47.28406366967809,1702,20-01-2022 13:00,2875,91.24809731,Merchant 2875,Location 2875,Food,0,0,Customer 1702,32,Address 1702
469,471,57.86820257846373,1696,20-01-2022 14:00,2629,49.03884567,Merchant 2629,Location 2629,Travel,0,0,Customer 1696,22,Address 1696
470,472,19.423373683323028,1969,20-01-2022 15:00,2323,26.20528237,Merchant 2323,Location 2323,Travel,0,0,Customer 1969,43,Address 1969
471,473,54.46741969722593,1807,20-01-2022 16:00,2874,53.34809829,Merchant 2874,Location 2874,Food,0,0,Customer 1807,59,Address 1807
472,474,47.2247769165285,1124,20-01-2022 17:00,2519,42.84596372,Merchant 2519,Location 2519,Food,0,0,Customer 1124,45,Address 1124
473,475,64.7020765138534,1912,20-01-2022 18:00,2672,87.58507249,Merchant 2672,Location 2672,Other,0,0,Customer 1912,45,Address 1912
474,476,54.66513489536387,1315,20-01-2022 19:00,2976,75.82077036,Merchant 2976,Location 2976,Online,0,0,Customer 1315,51,Address 1315
475,477,93.94593260347892,1357,20-01-2022 20:00,2711,24.96992408,Merchant 2711,Location 2711,Travel,0,0,Customer 1357,45,Address 1357
476,478,69.7694462534096,1851,20-01-2022 21:00,2154,73.92469444,Merchant 2154,Location 2154,Food,0,0,Customer 1851,21,Address 1851
477,479,40.104020200685696,1202,20-01-2022 22:00,2597,98.07924918,Merchant 2597,Location 2597,Food,0,0,Customer 1202,52,Address 1202
478,480,60.89811247736398,1834,20-01-2022 23:00,2165,76.64636023,Merchant 2165,Location 2165,Online,0,0,Customer 1834,41,Address 1834
479,481,44.37900942452836,1944,21-01-2022 00:00,2355,48.91908225,Merchant 2355,Location 2355,Online,0,0,Customer 1944,51,Address 1944
480,482,70.04776805143774,1573,21-01-2022 01:00,2584,98.51810619,Merchant 2584,Location 2584,Food,0,1,Customer 1573,35,Address 1573
481,483,36.97154016926994,1943,21-01-2022 02:00,2766,75.5559237,Merchant 2766,Location 2766,Retail,0,0,Customer 1943,26,Address 1943
482,484,12.787029418188828,1219,21-01-2022 03:00,2136,18.22897709,Merchant 2136,Location 2136,Travel,0,0,Customer 1219,23,Address 1219
483,485,58.70630745788713,1223,21-01-2022 04:00,2111,43.97107926,Merchant 2111,Location 2111,Other,0,0,Customer 1223,20,Address 1223
484,486,45.96479075728064,1753,21-01-2022 05:00,2730,76.34450065,Merchant 2730,Location 2730,Food,0,0,Customer 1753,52,Address 1753
485,487,22.088313163352225,1699,21-01-2022 06:00,2663,99.78432334,Merchant 2663,Location 2663,Other,0,0,Customer 1699,23,Address 1699
486,488,95.79803309772218,1862,21-01-2022 07:00,2465,30.0806757,Merchant 2465,Location 2465,Travel,0,0,Customer 1862,35,Address 1862
487,489,19.07706730811892,1197,21-01-2022 08:00,2261,23.85927031,Merchant 2261,Location 2261,Food,0,0,Customer 1197,18,Address 1197
488,490,61.482473424574415,1690,21-01-2022 09:00,2922,34.81881393,Merchant 2922,Location 2922,Other,0,0,Customer 1690,24,Address 1690
489,491,69.91745393115764,1207,21-01-2022 10:00,2866,16.83452621,Merchant 2866,Location 2866,Other,0,0,Customer 1207,38,Address 1207
490,492,17.903935219000818,1122,21-01-2022 11:00,2616,29.26918586,Merchant 2616,Location 2616,Travel,0,0,Customer 1122,54,Address 1122
491,493,22.27135442311328,1626,21-01-2022 12:00,2837,59.67109549,Merchant 2837,Location 2837,Other,0,0,Customer 1626,43,Address 1626
492,494,21.08546901703194,1931,21-01-2022 13:00,2901,52.5483173,Merchant 2901,Location 2901,Travel,0,0,Customer 1931,26,Address 1931
493,495,32.92013195873318,1343,21-01-2022 14:00,2397,80.31494215,Merchant 2397,Location 2397,Other,0,0,Customer 1343,48,Address 1343
494,496,38.411192485188,1126,21-01-2022 15:00,2164,72.22326538,Merchant 2164,Location 2164,Travel,0,0,Customer 1126,27,Address 1126
495,497,69.39748498852232,1405,21-01-2022 16:00,2785,19.18059205,Merchant 2785,Location 2785,Travel,0,0,Customer 1405,59,Address 1405
496,498,65.61696394010804,1587,21-01-2022 17:00,2583,56.83343012,Merchant 2583,Location 2583,Online,0,0,Customer 1587,41,Address 1587
497,499,25.40830020808809,1276,21-01-2022 18:00,2733,60.60527993,Merchant 2733,Location 2733,Travel,0,0,Customer 1276,31,Address 1276
498,500,67.29044394590485,1441,21-01-2022 19:00,2187,21.63628002,Merchant 2187,Location 2187,Food,0,0,Customer 1441,37,Address 1441
499,501,91.6907402268582,1618,21-01-2022 20:00,2904,80.56381315,Merchant 2904,Location 2904,Travel,0,0,Customer 1618,27,Address 1618
500,502,77.4561808153056,1484,21-01-2022 21:00,2080,87.96458748,Merchant 2080,Location 2080,Retail,0,0,Customer 1484,21,Address 1484
501,503,45.158314001601454,1655,21-01-2022 22:00,2127,72.76321184,Merchant 2127,Location 2127,Online,0,0,Customer 1655,50,Address 1655
502,504,93.49535668273188,1025,21-01-2022 23:00,2128,10.90584595,Merchant 2128,Location 2128,Other,0,0,Customer 1025,18,Address 1025
503,505,53.931161018025975,1794,22-01-2022 00:00,2984,41.78574541,Merchant 2984,Location 2984,Travel,0,0,Customer 1794,48,Address 1794
504,506,81.71166645699894,1295,22-01-2022 01:00,2857,88.89654527,Merchant 2857,Location 2857,Other,0,0,Customer 1295,60,Address 1295
505,507,59.46381398714095,1741,22-01-2022 02:00,2991,77.98288716,Merchant 2991,Location 2991,Travel,0,0,Customer 1741,33,Address 1741
506,508,14.139387559786153,1266,22-01-2022 03:00,2772,91.66415279,Merchant 2772,Location 2772,Online,0,0,Customer 1266,50,Address 1266
507,509,61.48081498804065,1600,22-01-2022 04:00,2208,55.99920314,Merchant 2208,Location 2208,Other,0,0,Customer 1600,55,Address 1600
508,510,56.79197048335646,1825,22-01-2022 05:00,2315,23.45026384,Merchant 2315,Location 2315,Other,0,0,Customer 1825,54,Address 1825
509,511,54.78567418688587,1174,22-01-2022 06:00,2007,29.48543442,Merchant 2007,Location 2007,Other,0,0,Customer 1174,27,Address 1174
510,512,23.521178993762483,1792,22-01-2022 07:00,2096,42.0865899,Merchant 2096,Location 2096,Travel,0,0,Customer 1792,28,Address 1792
511,513,57.82044734885588,1613,22-01-2022 08:00,2867,64.97010132,Merchant 2867,Location 2867,Food,0,0,Customer 1613,21,Address 1613
512,514,47.31206587825806,1562,22-01-2022 09:00,2841,21.79619775,Merchant 2841,Location 2841,Travel,0,0,Customer 1562,43,Address 1562
513,515,25.03864028565554,1265,22-01-2022 10:00,2268,45.52564851,Merchant 2268,Location 2268,Food,0,0,Customer 1265,47,Address 1265
514,516,19.74409229922852,1360,22-01-2022 11:00,2352,74.36791474,Merchant 2352,Location 2352,Travel,0,0,Customer 1360,55,Address 1360
515,517,63.14752710370071,1356,22-01-2022 12:00,2372,19.50854396,Merchant 2372,Location 2372,Retail,0,0,Customer 1356,44,Address 1356
516,518,77.02315549089194,1352,22-01-2022 13:00,2444,58.71501978,Merchant 2444,Location 2444,Other,0,0,Customer 1352,20,Address 1352
517,519,42.6041988042216,1697,22-01-2022 14:00,2038,49.41620363,Merchant 2038,Location 2038,Other,1,0,Customer 1697,59,Address 1697
518,520,98.59494640028537,1050,22-01-2022 15:00,2933,45.50508591,Merchant 2933,Location 2933,Online,0,0,Customer 1050,57,Address 1050
519,521,29.32097037446717,1604,22-01-2022 16:00,2415,72.13402241,Merchant 2415,Location 2415,Food,0,0,Customer 1604,36,Address 1604
520,522,26.18436652741295,1608,22-01-2022 17:00,2705,65.68261892,Merchant 2705,Location 2705,Food,0,0,Customer 1608,28,Address 1608
521,523,10.933045904656083,1318,22-01-2022 18:00,2090,77.9170909,Merchant 2090,Location 2090,Other,0,0,Customer 1318,61,Address 1318
522,524,53.8004241417046,1503,22-01-2022 19:00,2101,66.31709716,Merchant 2101,Location 2101,Retail,0,0,Customer 1503,37,Address 1503
523,525,28.32936501855892,1029,22-01-2022 20:00,2954,51.6576877,Merchant 2954,Location 2954,Travel,0,0,Customer 1029,37,Address 1029
524,526,76.27368428978873,1052,22-01-2022 21:00,2066,45.90027099,Merchant 2066,Location 2066,Food,0,0,Customer 1052,38,Address 1052
525,527,39.82600629262846,1111,22-01-2022 22:00,2670,99.16801169,Merchant 2670,Location 2670,Other,0,0,Customer 1111,32,Address 1111
526,528,70.00810139898996,1501,22-01-2022 23:00,2200,75.62932809,Merchant 2200,Location 2200,Travel,0,0,Customer 1501,48,Address 1501
527,529,89.71731744470446,1828,23-01-2022 00:00,2833,29.50164317,Merchant 2833,Location 2833,Food,0,0,Customer 1828,62,Address 1828
528,530,27.25454050385736,1231,23-01-2022 01:00,2203,32.12537893,Merchant 2203,Location 2203,Online,0,0,Customer 1231,63,Address 1231
529,531,42.27816571071364,1978,23-01-2022 02:00,2255,67.3907402,Merchant 2255,Location 2255,Retail,0,0,Customer 1978,51,Address 1978
530,532,57.13668560793148,1496,23-01-2022 03:00,2359,28.47403121,Merchant 2359,Location 2359,Other,0,0,Customer 1496,34,Address 1496
531,533,81.49987554510696,1629,23-01-2022 04:00,2660,36.28961236,Merchant 2660,Location 2660,Food,0,0,Customer 1629,33,Address 1629
532,534,49.1099285143028,1477,23-01-2022 05:00,2489,21.9683765,Merchant 2489,Location 2489,Other,0,0,Customer 1477,31,Address 1477
533,535,42.02200366989237,1425,23-01-2022 06:00,2499,76.8709377,Merchant 2499,Location 2499,Online,0,0,Customer 1425,56,Address 1425
534,536,80.51907113899962,1837,23-01-2022 07:00,2538,97.24429793,Merchant 2538,Location 2538,Food,0,0,Customer 1837,29,Address 1837
535,537,95.2233254396807,1954,23-01-2022 08:00,2553,44.0797387,Merchant 2553,Location 2553,Other,0,0,Customer 1954,46,Address 1954
536,538,77.11603142702253,1146,23-01-2022 09:00,2308,28.86185267,Merchant 2308,Location 2308,Food,0,0,Customer 1146,23,Address 1146
537,539,59.58695557387782,1591,23-01-2022 10:00,2830,80.17991438,Merchant 2830,Location 2830,Food,0,0,Customer 1591,36,Address 1591
538,540,44.12676518046912,1764,23-01-2022 11:00,2684,22.02946182,Merchant 2684,Location 2684,Online,0,0,Customer 1764,49,Address 1764
539,541,69.23669463993528,1510,23-01-2022 12:00,2934,80.3178113,Merchant 2934,Location 2934,Other,0,0,Customer 1510,53,Address 1510
540,542,44.09464247346977,1382,23-01-2022 13:00,2657,77.23851862,Merchant 2657,Location 2657,Food,0,0,Customer 1382,40,Address 1382
541,543,99.7753583900932,1439,23-01-2022 14:00,2379,49.85472624,Merchant 2379,Location 2379,Travel,0,0,Customer 1439,47,Address 1439
542,544,52.99118399043776,1955,23-01-2022 15:00,2643,20.29534792,Merchant 2643,Location 2643,Retail,0,0,Customer 1955,34,Address 1955
543,545,68.36571539188091,1016,23-01-2022 16:00,2264,46.78951927,Merchant 2264,Location 2264,Other,0,0,Customer 1016,22,Address 1016
544,546,12.301068214462283,1460,23-01-2022 17:00,2784,71.10757834,Merchant 2784,Location 2784,Travel,0,0,Customer 1460,29,Address 1460
545,547,98.64640220462732,1073,23-01-2022 18:00,2365,14.02476238,Merchant 2365,Location 2365,Food,0,0,Customer 1073,56,Address 1073
546,548,85.31413995164209,1814,23-01-2022 19:00,2515,76.12515769,Merchant 2515,Location 2515,Retail,0,0,Customer 1814,28,Address 1814
547,549,21.032649355713,1660,23-01-2022 20:00,2028,25.07008359,Merchant 2028,Location 2028,Food,1,0,Customer 1660,34,Address 1660
548,550,82.00373953388333,1204,23-01-2022 21:00,2329,31.61403546,Merchant 2329,Location 2329,Food,0,0,Customer 1204,45,Address 1204
549,551,82.16413416183838,1897,23-01-2022 22:00,2823,64.56228438,Merchant 2823,Location 2823,Food,0,0,Customer 1897,27,Address 1897
550,552,30.561099365798057,1260,23-01-2022 23:00,2325,42.93345792,Merchant 2325,Location 2325,Retail,0,0,Customer 1260,64,Address 1260
551,553,52.69894800838486,1507,24-01-2022 00:00,2126,35.56554173,Merchant 2126,Location 2126,Food,1,1,Customer 1507,39,Address 1507
552,554,66.54225115991392,1119,24-01-2022 01:00,2309,22.58265334,Merchant 2309,Location 2309,Retail,0,0,Customer 1119,61,Address 1119
553,555,66.48799723490322,1141,24-01-2022 02:00,2140,14.59704183,Merchant 2140,Location 2140,Online,0,0,Customer 1141,28,Address 1141
554,556,74.17323414002594,1822,24-01-2022 03:00,2730,55.25302445,Merchant 2730,Location 2730,Retail,0,0,Customer 1822,44,Address 1822
555,557,66.24446927138561,1307,24-01-2022 04:00,2301,58.84568784,Merchant 2301,Location 2301,Food,0,0,Customer 1307,31,Address 1307
556,558,18.424787046927303,1176,24-01-2022 05:00,2743,57.22281084,Merchant 2743,Location 2743,Food,0,0,Customer 1176,20,Address 1176
557,559,96.40709405350066,1634,24-01-2022 06:00,2570,98.80181671,Merchant 2570,Location 2570,Food,0,0,Customer 1634,44,Address 1634
558,560,37.37105363161972,1289,24-01-2022 07:00,2283,63.46213452,Merchant 2283,Location 2283,Food,0,0,Customer 1289,31,Address 1289
559,561,57.89155841423759,1923,24-01-2022 08:00,2791,49.0896079,Merchant 2791,Location 2791,Other,0,0,Customer 1923,41,Address 1923
560,562,65.14444373979248,1668,24-01-2022 09:00,2501,80.73234233,Merchant 2501,Location 2501,Other,0,0,Customer 1668,47,Address 1668
561,563,50.9463446687639,1732,24-01-2022 10:00,2123,28.19470945,Merchant 2123,Location 2123,Retail,0,0,Customer 1732,42,Address 1732
562,564,90.15169745639956,1666,24-01-2022 11:00,2879,28.08181246,Merchant 2879,Location 2879,Online,0,0,Customer 1666,36,Address 1666
563,565,49.695996077348,1624,24-01-2022 12:00,2212,71.22961284,Merchant 2212,Location 2212,Food,0,0,Customer 1624,18,Address 1624
564,566,71.98504539358078,1786,24-01-2022 13:00,2559,12.94783816,Merchant 2559,Location 2559,Other,0,0,Customer 1786,50,Address 1786
565,567,39.17632975406391,1019,24-01-2022 14:00,2444,12.48165791,Merchant 2444,Location 2444,Retail,0,0,Customer 1019,37,Address 1019
566,568,50.82386517906335,1978,24-01-2022 15:00,2112,65.99753208,Merchant 2112,Location 2112,Online,0,0,Customer 1978,51,Address 1978
567,569,85.30076766804406,1655,24-01-2022 16:00,2922,73.61284284,Merchant 2922,Location 2922,Food,0,0,Customer 1655,50,Address 1655
568,570,80.89642698729558,1264,24-01-2022 17:00,2129,45.70892854,Merchant 2129,Location 2129,Travel,0,0,Customer 1264,23,Address 1264
569,571,55.69524903185309,1487,24-01-2022 18:00,2739,23.20161469,Merchant 2739,Location 2739,Travel,0,0,Customer 1487,51,Address 1487
570,572,88.50391549409335,1219,24-01-2022 19:00,2008,23.83070313,Merchant 2008,Location 2008,Online,0,0,Customer 1219,23,Address 1219
571,573,75.88625236108902,1102,24-01-2022 20:00,2227,60.08855743,Merchant 2227,Location 2227,Travel,0,0,Customer 1102,28,Address 1102
572,574,35.17601923028805,1799,24-01-2022 21:00,2970,95.82571215,Merchant 2970,Location 2970,Online,0,0,Customer 1799,24,Address 1799
573,575,62.98349325215778,1137,24-01-2022 22:00,2380,90.20980447,Merchant 2380,Location 2380,Retail,0,0,Customer 1137,52,Address 1137
574,576,97.0455292967774,1125,24-01-2022 23:00,2736,73.46425263,Merchant 2736,Location 2736,Food,0,0,Customer 1125,58,Address 1125
575,577,76.76312543775113,1051,25-01-2022 00:00,2601,86.65348345,Merchant 2601,Location 2601,Other,0,0,Customer 1051,30,Address 1051
576,578,62.16550879121196,1268,25-01-2022 01:00,2748,77.29106098,Merchant 2748,Location 2748,Travel,0,0,Customer 1268,40,Address 1268
577,579,28.500072838813903,1882,25-01-2022 02:00,2783,34.84523604,Merchant 2783,Location 2783,Travel,0,0,Customer 1882,36,Address 1882
578,580,39.91796998566471,1751,25-01-2022 03:00,2885,27.27425253,Merchant 2885,Location 2885,Online,0,0,Customer 1751,35,Address 1751
579,581,84.49886009864518,1769,25-01-2022 04:00,2471,27.77621063,Merchant 2471,Location 2471,Travel,0,0,Customer 1769,34,Address 1769
580,582,78.29820914461888,1853,25-01-2022 05:00,2707,66.42840134,Merchant 2707,Location 2707,Online,0,0,Customer 1853,30,Address 1853
581,583,79.20261479658105,1622,25-01-2022 06:00,2734,66.9855725,Merchant 2734,Location 2734,Online,0,0,Customer 1622,21,Address 1622
582,584,50.31919078514007,1412,25-01-2022 07:00,2641,70.96202153,Merchant 2641,Location 2641,Online,0,0,Customer 1412,19,Address 1412
